reward_name,quest_id,quest_state,platform,file,file_path
WerwolfTempel1,Q653,,P109,n7236.lua,P109/n7236.lua
WerwolfTempel2,Q654,,P109,n7237.lua,P109/n7237.lua
WerwolfGesamt,Q652,,P109,n7257.lua,P109/n7257.lua
WerwolfTempel3,Q655,,P109,n7238.lua,P109/n7238.lua
P109KarteErreicht,Q0,,P109,n0.lua,P109/n0.lua
P109PortalErreicht,Q0,,P109,n0.lua,P109/n0.lua
TorZerstoert,Q693,,P109,n0.lua,P109/n0.lua
ZwergeBefreit,Q693,,P109,n0.lua,P109/n0.lua
TrollcampZerstoert,Q693,,P109,n0.lua,P109/n0.lua
SternstadtZerstoert,Q0,,P110,n0.lua,P110/n0.lua
MondstadtZerstoert,Q0,,P110,n0.lua,P110/n0.lua
SonnenstadtZerstoert,Q0,,P110,n0.lua,P110/n0.lua
P110KarteErreicht,Q0,,P110,n0.lua,P110/n0.lua
InInnenstadtGekommen,Q0,,P110,n0.lua,P110/n0.lua
GrimBesiegt,Q32018,,P110,n32018_CutsceneGrimQuestioning.lua,P110/n32018_CutsceneGrimQuestioning.lua
AlleVierFackelnAn,Q675,,P111,n0.lua,P111/n0.lua
P111KarteErreicht,Q675,,P111,n0.lua,P111/n0.lua
SchattenringBekommen,Q675,,P111,n0.lua,P111/n0.lua
WaechterGetoetet,Q675,,P111,n0.lua,P111/n0.lua
ElementBeschworen,Q675,,P111,n0.lua,P111/n0.lua
SQTiondriaObjekteEingesetzt,Q709,,P111,n7565.lua,P111/n7565.lua
FialDargTotCenwenFrei,Q697,,P113,n6673.lua,P113/n6673.lua
P113KarteErreicht,Q746,,P113,n0.lua,P113/n0.lua
Boss1Getoetet,Q746,,P113,n0.lua,P113/n0.lua
Boss2Getoetet,Q746,,P113,n0.lua,P113/n0.lua
Boss3Getoetet,Q746,,P113,n0.lua,P113/n0.lua
Boss4Getoetet,Q746,,P113,n0.lua,P113/n0.lua
P115KarteErreicht,Q7206,,P115,n7206.lua,P115/n7206.lua
Drachenstein1,Q735,,P115,n0.lua,P115/n0.lua
Drachenstein2,Q735,,P115,n0.lua,P115/n0.lua
Drachenstein3,Q735,,P115,n0.lua,P115/n0.lua
Drachenstein4,Q735,,P115,n0.lua,P115/n0.lua
Drachenstein5,Q735,,P115,n0.lua,P115/n0.lua
Drachenstein6,Q733,,P115,n0.lua,P115/n0.lua
Drachenstein7,Q733,,P115,n0.lua,P115/n0.lua
Drachenstein8,Q733,,P115,n0.lua,P115/n0.lua
Drachenstein9,Q733,,P115,n0.lua,P115/n0.lua
DracheGetoetet,Q0,,P115,n0.lua,P115/n0.lua
ColosseumRunde08Sieg,Q9,,P200,n9.lua,P200/n9.lua
ColosseumRunde07Sieg,Q8,,P200,n8.lua,P200/n8.lua
GoblinRennen,Q12,,P200,n12.lua,P200/n12.lua
ColosseumRunde09Sieg,Q10,,P200,n10.lua,P200/n10.lua
ColosseumRunde10Sieg,Q11,,P200,n11.lua,P200/n11.lua
ColosseumRunde05Sieg,Q6,,P200,n6.lua,P200/n6.lua
ColosseumRunde06Sieg,Q7,,P200,n7.lua,P200/n7.lua
ColosseumRunde04Sieg,Q5,,P200,n5.lua,P200/n5.lua
ColosseumRunde03Sieg,Q4,,P200,n4.lua,P200/n4.lua
ColosseumRunde02Sieg,Q3,,P200,n3.lua,P200/n3.lua
ColosseumRunde01Sieg,Q2,,P200,n2.lua,P200/n2.lua
Ordensritter1Befreit,Q0,,P201,n0.lua,P201/n0.lua
Ordensritter2Befreit,Q0,,P201,n0.lua,P201/n0.lua
Ordensritter3Befreit,Q0,,P201,n0.lua,P201/n0.lua
UriasBefreit,Q773,,P201,n0.lua,P201/n0.lua
InsCampGekommen,Q773,,P201,n0.lua,P201/n0.lua
CampsZerstoert,Q773,,P201,n0.lua,P201/n0.lua
RingGefunden,Q773,,P201,n0.lua,P201/n0.lua
LeutnantGesprochen,Q893,,P201,n0.lua,P201/n0.lua
ZweitenDrachenGetoetet,Q893,,P201,n0.lua,P201/n0.lua
ErstenDrachenGetoetet,Q895,,P201,n0.lua,P201/n0.lua
DrittenDrachenGetoetet,Q895,,P201,n0.lua,P201/n0.lua
ViertenDrachenGetoetet,Q834,,P201,n0.lua,P201/n0.lua
GurimLebt,Q895,,P201,n0.lua,P201/n0.lua
Seelenwesen2,Q928,,P202,n9983.lua,P202/n9983.lua
Seelenwesen1,Q928,,P202,n9982.lua,P202/n9982.lua
GnomlingBossTot,Q11268,,P202,n11268.lua,P202/n11268.lua
Seelenwesen4,Q928,,P202,n9985.lua,P202/n9985.lua
GrabmalGeoeffnet,Q0,,P202,n0.lua,P202/n0.lua
HeldenBeschworen,Q0,,P202,n0.lua,P202/n0.lua
HlStaetteBaumGepflanzt,Q827,,P202,n0.lua,P202/n0.lua
TorZurStaetteOffen,Q845,,P202,n0.lua,P202/n0.lua
WachgeistTot,Q995,,P202,n0.lua,P202/n0.lua
OpferTot,Q995,,P202,n0.lua,P202/n0.lua
OpferFreigelassen,Q996,,P202,n0.lua,P202/n0.lua
AschetaenzerTot,Q0,,P202,n0.lua,P202/n0.lua
ExtinctTuermeWeg,Q0,,P202,n0.lua,P202/n0.lua
ResistenteGargoyle1Tot,Q0,,P202,n0.lua,P202/n0.lua
Seelenwesen3,Q928,,P202,n9984.lua,P202/n9984.lua
Seelenwesen5,Q928,,P202,n9986.lua,P202/n9986.lua
UrneZuHokan,Q831,,P202,n9010.lua,P202/n9010.lua
TantaroGefunden,Q1029,,P203,n0_QuestXP.lua,p203/n0_QuestXP.lua
WasserEntgiften,Q1029,,P203,n0_QuestXP.lua,p203/n0_QuestXP.lua
ZuTarioGegangen,Q1029,,P203,n0_QuestXP.lua,p203/n0_QuestXP.lua
Geheimweg,Q8486,,P203,n8486.lua,p203/n8486.lua
DialogMitAeltestem,Q8444,,P203,n8444.lua,p203/n8444.lua
P203KarteErreicht,Q0,,P203,n0.lua,p203/n0.lua
LichkoenigTot,Q778,,P203,n0.lua,p203/n0.lua
BlockadeDurchbrochen,Q803,,P203,n0.lua,p203/n0.lua
ZerstoerungDesLagers,Q803,,P203,n0.lua,p203/n0.lua
OberstadtLinksErreicht,Q877,,P204,n8842.lua,p204/n8842.lua
OberstadtRechtsErreicht,Q940,,P204,n8846.lua,p204/n8846.lua
ArenaKampf42,Q10582,,P204,n10582.lua,p204/n10582.lua
ArenaKampf40,Q1011,,P204,n10582.lua,p204/n10582.lua
ArenaKampf38,Q1012,,P204,n10582.lua,p204/n10582.lua
ArenaKampf36,Q1012,,P204,n10582.lua,p204/n10582.lua
ArenaKampf32,Q1012,,P204,n10582.lua,p204/n10582.lua
Tor3DurchTrickGeoeffnet,Q948,,P204,n8837.lua,p204/n8837.lua
SQSethHealed,Q1022,,P204,n11175.lua,p204/n11175.lua
Tor2DurchTrickGeoeffnet,Q947,,P204,n8830.lua,p204/n8830.lua
FlinkAbgeliefert,Q811,,P204,n32322_CutsceneFlinkundAlyah.lua,p204/n32322_CutsceneFlinkundAlyah.lua
SQHaendlerFriedlich,Q11198,,P204,n11198.lua,p204/n11198.lua
SQSchutzgeldSmall,Q11198,,P204,n11198.lua,p204/n11198.lua
SQSchutzgeldLarge,Q1071,,P204,n11198.lua,p204/n11198.lua
SQSchutzgeldMedium,Q1071,,P204,n11198.lua,p204/n11198.lua
SQHaendlerFriedlich,Q1075,,P204,n11197.lua,p204/n11197.lua
SQSchutzgeldSmall,Q11197,,P204,n11197.lua,p204/n11197.lua
SQSchutzgeldLarge,Q1071,,P204,n11197.lua,p204/n11197.lua
SQSchutzgeldMedium,Q1071,,P204,n11197.lua,p204/n11197.lua
Tor1DurchTrickGeoeffnet,Q8838,,P204,n8838.lua,p204/n8838.lua
LyrioQuestGeloest,Q810,,P204,n8796.lua,p204/n8796.lua
P204KarteErreicht,Q809,,P204,n0.lua,p204/n0.lua
PalastgartenErreicht,Q809,,P204,n0.lua,p204/n0.lua
TruppenZumPortalGesandt,Q816,,P204,n0.lua,p204/n0.lua
SQBotschafterGefunden,Q1038,,P204,n0.lua,p204/n0.lua
SQBotschafterTot,Q1039,,P204,n0.lua,p204/n0.lua
SQCraigIstBotschafter,Q1064,,P204,n0.lua,p204/n0.lua
SQAuftragGescheitert,Q1064,,P204,n0.lua,p204/n0.lua
MitDryadeGesprochen,Q872,,P205,n9250.lua,P205/n9250.lua
MitDryadeGesprochen,Q872,,P205,n9250.lua,P205/n9250.lua
SmallIrfitReward,Q1045,,P205,n9250.lua,P205/n9250.lua
LargeIrfitReward,Q1045,,P205,n9250.lua,P205/n9250.lua
Nymphe3Befreit,Q9301,,P205,n9301.lua,P205/n9301.lua
Nymphe2Befreit,Q9307,,P205,n9307.lua,P205/n9307.lua
Nymphe1Befreit,Q9310,,P205,n9310.lua,P205/n9310.lua
GartenEntgiftet,Q32354,,P205,n32354_CutsceneGartenEntgiftet.lua,P205/n32354_CutsceneGartenEntgiftet.lua
P205KarteErreicht,Q810,,P205,n0.lua,P205/n0.lua
SpinnencampZerstoert,Q810,,P205,n0.lua,P205/n0.lua
AlleTrolleKommenAn,Q825,,P206,n9870.lua,P206/n9870.lua
VieleTrolleKommenAn,Q825,,P206,n9870.lua,P206/n9870.lua
WenigeTrolleKommenAn,Q825,,P206,n9870.lua,P206/n9870.lua
206KeineKarawaneDurchgebracht,Q825,,P206,n9870.lua,P206/n9870.lua
DialogMitUnterhaendler,Q821,,P206,n8800.lua,P206/n8800.lua
AlleTrolleKommenAn,Q824,,P206,n8790.lua,P206/n8790.lua
VieleTrolleKommenAn,Q824,,P206,n8790.lua,P206/n8790.lua
WenigeTrolleKommenAn,Q825,,P206,n8790.lua,P206/n8790.lua
P206KarteErreicht,Q818,,P206,n0.lua,P206/n0.lua
RastplatzGefunden,Q818,,P206,n0.lua,P206/n0.lua
FalleAusgeloest,Q822,,P206,n0.lua,P206/n0.lua
AlleinEinenWegGefunden,Q822,,P206,n0.lua,P206/n0.lua
Lager1Kaputtgemacht,Q822,,P206,n0.lua,P206/n0.lua
Lager2Kaputtgemacht,Q886,,P206,n0.lua,P206/n0.lua
KarawaneLosgelaufen,Q886,,P206,n0.lua,P206/n0.lua
P207KarteErreicht,Q891,,P207,n0_QuestXP.lua,P207/n0_QuestXP.lua
BergrieseGeholfen,Q891,,P207,n0_QuestXP.lua,P207/n0_QuestXP.lua
SprengzwergBefreit,Q891,,P207,n0_QuestXP.lua,P207/n0_QuestXP.lua
ErsteFestungBesiegt,Q891,,P207,n0_QuestXP.lua,P207/n0_QuestXP.lua
SchalterraetselGeloest,Q891,,P207,n0_QuestXP.lua,P207/n0_QuestXP.lua
ZweiteFestungBesiegt,Q891,,P207,n0_QuestXP.lua,P207/n0_QuestXP.lua
DritteFestungBesiegt,Q891,,P207,n0_QuestXP.lua,P207/n0_QuestXP.lua
VierteFestungBesiegt,Q891,,P207,n0_QuestXP.lua,P207/n0_QuestXP.lua
UndeadRohenGetoetet,Q891,,P207,n0_QuestXP.lua,P207/n0_QuestXP.lua
MasterGameWon,Q1070,,P208,n11464.lua,P208/n11464.lua
Prinzessin5Befreit ,Q848,,P208,n9496.lua,P208/n9496.lua
Prinzessin4Befreit ,Q848,,P208,n9497.lua,P208/n9497.lua
ArgamunVerwandeltSich,Q854,,P208,n9506.lua,P208/n9506.lua
Prinzessin2Befreit ,Q848,,P208,n9499.lua,P208/n9499.lua
Prinzessin3Befreit ,Q848,,P208,n9498.lua,P208/n9498.lua
Prinzessin1Befreit ,Q848,,P208,n9500.lua,P208/n9500.lua
P208MosaikDesTodes,Q11386,,P208,n11386.lua,P208/n11386.lua
Wolfcamp1Zerstoert ,Q849,,P208,n0.lua,P208/n0.lua
Wolfcamp2Zerstoert ,Q849,,P208,n0.lua,P208/n0.lua
Wolfcamp3Zerstoert ,Q849,,P208,n0.lua,P208/n0.lua
Wolfcamp4Zerstoert ,Q849,,P208,n0.lua,P208/n0.lua
Wolfcamp5Zerstoert ,Q849,,P208,n0.lua,P208/n0.lua
Wolfcamp6Zerstoert ,Q849,,P208,n0.lua,P208/n0.lua
Wolfcamp7Zerstoert ,Q849,,P208,n0.lua,P208/n0.lua
KopfloserTodVernichtet,Q849,,P208,n0.lua,P208/n0.lua
Gremlinlager1Zerstoert,Q860,,P208,n0.lua,P208/n0.lua
Gremlinlager2Zerstoert,Q0,,P208,n0.lua,P208/n0.lua
Gremlinlager3Zerstoert,Q0,,P208,n0.lua,P208/n0.lua
Gremlinlager4Zerstoert,Q0,,P208,n0.lua,P208/n0.lua
Gremlinlager5Zerstoert,Q0,,P208,n0.lua,P208/n0.lua
UruSpricht2,Q934,,P209,n6.lua,P209/n6.lua
HolyArtefact1Gefunden,Q934,,P209,n6.lua,P209/n6.lua
HolyArtefact2Gefunden,Q934,,P209,n6.lua,P209/n6.lua
XalabarInArenaBesiegt,Q934,,P209,n6.lua,P209/n6.lua
UruSpricht3,Q934,,P209,n6.lua,P209/n6.lua
UruSpricht4,Q794,,P209,n7.lua,P209/n7.lua
ZwergenMonumentClaimed,Q794,,P209,n7.lua,P209/n7.lua
LeaderNordarmeeKilled,Q794,,P209,n7.lua,P209/n7.lua
LeaderSuedarmeeKilled,Q794,,P209,n7.lua,P209/n7.lua
LeaderHauptarmeeKilled,Q794,,P209,n7.lua,P209/n7.lua
BronzerieseGetoetet,Q794,,P209,n7.lua,P209/n7.lua
UruSpricht5,Q794,,P209,n7.lua,P209/n7.lua
P209KarteErreicht,Q779,,P209,n5.lua,P209/n5.lua
UntotenlagerNord,Q779,,P209,n5.lua,P209/n5.lua
UntotenlagerSued,Q779,,P209,n5.lua,P209/n5.lua
UntotenlagerWest,Q779,,P209,n5.lua,P209/n5.lua
StadtKathaiErreicht,Q779,,P209,n5.lua,P209/n5.lua
GespraechMitKhal,Q779,,P209,n5.lua,P209/n5.lua
UruSpricht1,Q781,,P209,n5.lua,P209/n5.lua
KathaiStadtTorOffen,Q782,,P209,n5.lua,P209/n5.lua
KathaiStadtTorOffen,Q782,,P209,n5.lua,P209/n5.lua
KathaiStadtTorOffen,Q782,,P209,n5.lua,P209/n5.lua
KathaiStadtBefreit,Q785,,P209,n5.lua,P209/n5.lua
ExitDoorToP211Opened,Q9967,,P210,n9967.lua,P210/n9967.lua
Room6SpiderGateOpened,Q9783,,P210,n9783.lua,P210/n9783.lua
EntryMenhirComboCorrect,Q9120,,P210,n9120.lua,P210/n9120.lua
Room4SkeletonDoorOpened,Q9881,,P210,n9881.lua,P210/n9881.lua
SceptreOfWindsFound,Q9908,,P210,n9908.lua,P210/n9908.lua
LastChestInRoom5Opened,Q8637,,P210,n8637.lua,P210/n8637.lua
P210KarteErreicht,Q875,,P210,n0.lua,P210/n0.lua
AugenSet1Solved,Q0,,P210,n0.lua,P210/n0.lua
AugenSet2Solved,Q0,,P210,n0.lua,P210/n0.lua
AugenSet3Solved,Q0,,P210,n0.lua,P210/n0.lua
AugenSet4Solved,Q0,,P210,n0.lua,P210/n0.lua
Room2SensoSolved,Q0,,P210,n0.lua,P210/n0.lua
Room2SensoSolved,Q0,,P210,n0.lua,P210/n0.lua
Room7ChessboardCrossed,Q0,,P210,n0.lua,P210/n0.lua
Room3HeadDoorOpened,Q0,,P210,n0.lua,P210/n0.lua
TurningHeadsCrossed,Q0,,P210,n0.lua,P210/n0.lua
AirCoinPassageOpened,Q9788,,P210,n9788.lua,P210/n9788.lua
CraigBefreit,Q1063,,P211,n9801.lua,P211/n9801.lua
SchattenklingeBefreit,Q32533,,P211,n32533_CutsceneBefreiungSchattenklinge.lua,P211/n32533_CutsceneBefreiungSchattenklinge.lua
TorJenquaiGeoeffnet,Q9810,,P211,n9810.lua,P211/n9810.lua
WerwolfAbgelenkt,Q10583,,P211,n10583.lua,P211/n10583.lua
P211KarteErreicht,Q0,,P211,n0.lua,P211/n0.lua
MonumenteZwerg1Claimed,Q900,,P211,n0.lua,P211/n0.lua
MonumenteElfClaimed,Q900,,P211,n0.lua,P211/n0.lua
MonumenteZwerg2Claimed,Q900,,P211,n0.lua,P211/n0.lua
DschungelCamp1Killed,Q0,,P211,n0.lua,P211/n0.lua
DschungelCamp2Killed,Q0,,P211,n0.lua,P211/n0.lua
DschungelCamp3Killed,Q0,,P211,n0.lua,P211/n0.lua
DschungelCamp4Killed,Q0,,P211,n0.lua,P211/n0.lua
EndgegnerSoulforgerKilled,Q0,,P211,n0.lua,P211/n0.lua
CraigBefreit,Q1063,,P211,n0.lua,P211/n0.lua
Stele2Off,Q961,,P212,n10585.lua,P212/n10585.lua
Stele3Off,Q962,,P212,n10620.lua,P212/n10620.lua
Stele1Off,Q960,,P212,n10391.lua,P212/n10391.lua
Stele4Off,Q963,,P212,n10653.lua,P212/n10653.lua
Stele5Off,Q964,,P212,n10660.lua,P212/n10660.lua
Stele6Off,Q965,,P212,n10675.lua,P212/n10675.lua
P212KarteErreicht,Q956,,P212,n0.lua,P212/n0.lua
MiniforgersKilled,Q956,,P212,n0.lua,P212/n0.lua
AlleStelenOff,Q956,,P212,n0.lua,P212/n0.lua
DschungelWeisenDialog,Q10983,,P213,n10983.lua,P213/n10983.lua
P213KarteErreicht,Q956,,P213,n0.lua,P213/n0.lua
BeideMumienCampsPlatt,Q956,,P213,n0.lua,P213/n0.lua
WegZumTorFreigeraeumt,Q956,,P213,n0.lua,P213/n0.lua
NahrungFuerAffenjunge,Q1008,,P213,n10985.lua,P213/n10985.lua
BlutigenDariusBefreit,Q10986,,P213,n10986.lua,P213/n10986.lua
