Reward_Name,Platform,Quest_ID,XP,Items,Confidence,Language,Quest_Text_Preview
"OrklagerEinnehmen","P104",575,175,"[]",0.500,"German","lpeln entringen. Nun wird er wieder seinen rechten Platz einnehmen."
"WerwolfGesamt","P109",NOT_FOUND,550,"[]",0.500,"German","Nun halten sie den gesamten Osten sowie das Dorf Gannan! Sie haben alles besetzt"
"MondstadtZerstoert","P110",NOT_FOUND,600,"[]",0.500,"German","Ich kenne Euer Bestreben; die Mondstadt zu vernichtetn... Ihr habt eine Macht er"
"SonnenstadtZerstoert","P110",NOT_FOUND,600,"[]",0.500,"German","ssel der Sonnenstadt. Ihr findet ihn im S"
"Drachenstein1","P115",NOT_FOUND,450,"[]",0.500,"German","Denn Euer erstes Ziel sind die Drachensteine! Sie sind die Manifestationen von  "
"Drachenstein2","P115",NOT_FOUND,450,"[]",0.500,"German","Denn Euer erstes Ziel sind die Drachensteine! Sie sind die Manifestationen von  "
"Drachenstein3","P115",NOT_FOUND,450,"[]",0.500,"German","Denn Euer erstes Ziel sind die Drachensteine! Sie sind die Manifestationen von  "
"Drachenstein4","P115",NOT_FOUND,450,"[]",0.500,"German","Denn Euer erstes Ziel sind die Drachensteine! Sie sind die Manifestationen von  "
"Drachenstein5","P115",NOT_FOUND,450,"[]",0.500,"German","Denn Euer erstes Ziel sind die Drachensteine! Sie sind die Manifestationen von  "
"Drachenstein6","P115",NOT_FOUND,450,"[]",0.500,"German","Denn Euer erstes Ziel sind die Drachensteine! Sie sind die Manifestationen von  "
"Drachenstein7","P115",667,1000,"[]",0.500,"German","Denn Euer erstes Ziel sind die Drachensteine! Sie sind die Manifestationen von  "
"Drachenstein8","P115",668,1000,"[]",0.500,"German","Denn Euer erstes Ziel sind die Drachensteine! Sie sind die Manifestationen von  "
"Drachenstein9","P115",669,1000,"[]",0.500,"German","Denn Euer erstes Ziel sind die Drachensteine! Sie sind die Manifestationen von  "
"LeutnantGesprochen","P201",895,3500,"[]",0.500,"German","Weise gesprochen! Der Zirkel wurde alsbald zu einem Zentrum der Macht! Eine Gefa"
"HeldenBeschworen","P202",827,2000,"[]",0.500,"German","Diese Helden-Rune ist aktiviert. Wird sie entfernt; so verlieren Sie auch den en"
"GrabmalGeoeffnet","P202",NOT_FOUND,12000,"[]",0.500,"German","Das Grabmal befindet sich in der Mitte eines Pentagramms und wird von einem Fial"
"WasserEntgiften","P203",1030,10000,"[]",0.500,"German","Farlorn hat seine Glaswaren alle zum Wassertransport herausgegeben. Im Norden vo"
"KarawaneLosgelaufen","P206",NOT_FOUND,10300,"[]",0.500,"German","Sprecht mit Bario; dem Karawanenf"
"BergrieseGeholfen","P207",989,6500,"[]",0.500,"German","llung Eurer Mission geholfen haben! Euer Auftrag hier ist beendet; Ihr k"
"SprengzwergBefreit","P207",977,8500,"[]",0.500,"German","stung und befreit den Greif! Er wird seinen Weg alleine zu mir finden; wenn ihr "
"SchattenklingeBefreit","P211",NOT_FOUND,10000,"[]",0.500,"German","stung und befreit den Greif! Er wird seinen Weg alleine zu mir finden; wenn ihr "
"WerwolfAbgelenkt","P211",NOT_FOUND,15000,"[]",0.500,"German","Euch wird schon was einfallen! Schaut Euch in der Umgebung der Tore um; fragt ei"
"DerPhoenix2Splitter1","P19",NOT_FOUND,800,"[]",0.480,"English","The Guardian has the phoenix. Before he surrenders it; he will want proof of the"
"DerPhoenix3Splitter2","P19",NOT_FOUND,800,"[]",0.480,"English","The Guardian has the phoenix. Before he surrenders it; he will want proof of the"
"DerPhoenix4Splitter3","P19",NOT_FOUND,800,"[]",0.480,"English","The Guardian has the phoenix. Before he surrenders it; he will want proof of the"
"DerPhoenix5Splitter4","P19",NOT_FOUND,800,"[]",0.480,"English","The Guardian has the phoenix. Before he surrenders it; he will want proof of the"
"ImCampMitAllenGeredet","P101",715,15,"[]",0.480,"English","This sword must have wrought many calamities! How many hosts have fallen victim "
"SQTiondriaFlinkBefreit","P105",NOT_FOUND,250,"[]",0.480,"English","Flink McWinter is looking for a legendary land that is supposedly called Tiondri"
"SQTiondriaSchatzGeteilt","P105",NOT_FOUND,2500,"[]",0.480,"German","Da ist der Offenbarungsort von Farnhardts Schatz aus Tiondria! All das Gold; das"
"SQTiondriaSchatzBehalten","P105",NOT_FOUND,250,"[]",0.480,"German","Da ist der Offenbarungsort von Farnhardts Schatz aus Tiondria! All das Gold; das"
"SQTiondriaSchatzGefunden","P108",712,550,"[]",0.480,"German","Da ist der Offenbarungsort von Farnhardts Schatz aus Tiondria! All das Gold; das"
"Room6SpiderGateOpened","P210",NOT_FOUND,15000,"[]",0.480,"English","The gate to the fortress is locked and cannot be opened from outside. You must p"
"Room4SkeletonDoorOpened","P210",NOT_FOUND,15000,"[]",0.480,"English","Brigor's fellows escaped with the sigils from Empyria to the South. Look for the"
"Room3HeadDoorOpened","P210",NOT_FOUND,45000,"[]",0.480,"English","Brigor's fellows escaped with the sigils from Empyria to the South. Look for the"
"EndeDesOrdens2DreiItems","P7",532,1500,"[]",0.400,"English","rgr; a giant has descended from the rocks of the Southern Windwalls and is threa"
"SQTiondriaSeite1Gefunden","P104",704,500,"[]",0.400,"German","... ist nicht Darius; richtig! Die Kreatur muss das Buch irgendwo gefunden haben"
"SQTiondriaSeite2Gefunden","P104",705,500,"[]",0.400,"German","... ist nicht Darius; richtig! Die Kreatur muss das Buch irgendwo gefunden haben"
"SQTiondriaSeite3Gefunden","P104",706,500,"[]",0.400,"German","... ist nicht Darius; richtig! Die Kreatur muss das Buch irgendwo gefunden haben"
"Zauberwerk2Feder","P63",NOT_FOUND,25,"[]",0.333,"English","Today; Nortander is more like a kind of loose confederation of the four survivin"
"Zauberwerk4Robe","P63",NOT_FOUND,120,"[]",0.333,"English","ui_item_quest_robe_03"
"Schattenwelt1Castagir","P63",111,120,"[]",0.333,"English","Castagir believes that Rigour; another necromancer; knows how its power can be r"
"Schattenwelt3Manifest","P63",NOT_FOUND,1000,"[]",0.333,"English","Bring the shadow manifest to Rigour"
"Zwergendienste1Hinrik","P63",NOT_FOUND,120,"[]",0.333,"English","Hinrik in Greyfell wants some brandy from his homeland. Find a suitable bottle a"
"KleineFische1","P1",128,10,"[]",0.333,"English","Kleiner Schmerzbringer"
"KleineFische2","P1",131,10,"[]",0.333,"English","Kleiner Schmerzbringer"
"Kopfjagd6Complete","P4",463,60,"[]",0.333,"English","Quest Menu - View quest related items; as well as a list of completed and unsolv"
"PurpurnesBanner2","P5",NOT_FOUND,45,"[]",0.333,"English","The House of Utran in the Shiel fell through the hands of a traitor. He has kidn"
"WeisseSchatten1","P10",163,80,"[]",0.333,"English","Rigour; ich bringe Euch den Schattenkristall!"
"WeisseSchatten2","P10",NOT_FOUND,40,"[]",0.333,"English","Rigour; ich bringe Euch den Schattenkristall!"
"Zwergendienste2Cronvig","P10",488,250,"[]",0.333,"English","Find Cronvig's eyeglasses and bring them to him."
"Grenzkrieg1Festung","P12",206,300,"[]",0.333,"English","Neu formieren! Ich will diese Festung fallen sehen! Sturm!"
"Trickster1Cassius","P15",NOT_FOUND,300,"[]",0.333,"English","ui_item_quest_hadekodoll_trickster"
"Schattenwelt4Kristall","P15",NOT_FOUND,1400,"[]",0.333,"English","Wo finde ich Feuerkristalle?"
"Schattenwelt2Rigour","P21",NOT_FOUND,300,"[]",0.333,"English","Bring the shadow ring to Rigour in Farlorn's Hope"
"Schattenwelt2aRigour","P21",NOT_FOUND,400,"[]",0.333,"English","Bring the shadow ring to Rigour in Farlorn's Hope"
"Schattenwelt2bRigour","P21",NOT_FOUND,600,"[]",0.333,"English","Bring the shadow ring to Rigour in Farlorn's Hope"
"Klingensturm1Monument","P25",550,1000,"[]",0.333,"English","This Hero Rune can be used on a Hero Monument to summon a hero. To remove it fro"
"Klingensturm2Sartarius","P25",NOT_FOUND,2600,"[]",0.333,"English","Go back to Greyfell and speak to Sartarius."
"HQBefreien","P101",586,150,"[]",0.333,"English","sst ihn finden und befreien."
"P103Erreicht","P103",NOT_FOUND,75,"[]",0.333,"English","QuestItem Zweite Rune (P103)"
"Camp1Befreit","P104",580,200,"[]",0.333,"English","The camp that is close to the lake could be defended even better. It won't be an"
"Camp2Befreit","P104",581,200,"[]",0.333,"English","The camp that is close to the lake could be defended even better. It won't be an"
"Camp3Befreit","P104",582,200,"[]",0.333,"English","The camp that is close to the lake could be defended even better. It won't be an"
"GuramMachtSprengung","P108",291,550,"[]",0.333,"English","Ich habe seinen Schlafplatz ausfindig gemacht."
"MasterOfMosaic","P108",NOT_FOUND,2000,"[]",0.333,"English","Heavy Combat Art is the ability to master large and powerful weapons and wear he"
"WerwolfTempel1","P109",653,350,"[]",0.333,"English","Wo finde ich die Tempelanlagen?"
"WerwolfTempel2","P109",654,350,"[]",0.333,"English","Wo finde ich die Tempelanlagen?"
"WerwolfTempel3","P109",655,350,"[]",0.333,"English","Wo finde ich die Tempelanlagen?"
"ErstenDrachenGetoetet","P201",836,5000,"[]",0.333,"English","QuestItem Drachenblut"
"ZweitenDrachenGetoetet","P201",NOT_FOUND,5000,"[]",0.333,"English","QuestItem Drachenblut"
"DrittenDrachenGetoetet","P201",840,5000,"[]",0.333,"English","QuestItem Drachenblut"
"ViertenDrachenGetoetet","P201",841,5000,"[]",0.333,"English","QuestItem Drachenblut"
"UrneZuHokan","P202",831,16000,"[]",0.333,"English","The Mask of Belial has to be taken from the Destroyer. Only the Mask will help H"
"GnomlingBossTot","P202",NOT_FOUND,8000,"[]",0.333,"English","This is where you can learn new abilities. In total; you can learn up to 10 new "
"ExtinctTuermeWeg","P202",NOT_FOUND,10000,"[]",0.333,"English","swego krasnoludzkiego towarzysza."
"DialogMitAeltestem","P203",1002,6000,"[]",0.333,"English","This ability permits the use of blunt weapons with the highest possible destruct"
"ZuTarioGegangen","P203",1031,7000,"[]",0.333,"English","Usa questo pulsante per aprire l'inventario del tuo Avatar."
"OberstadtRechtsErreicht","P204",NOT_FOUND,6500,"[]",0.333,"English","Sie haben die Queste 'Die verschollene Rune' erhalten. Wenn Sie die Queste ankli"
"OberstadtLinksErreicht","P204",NOT_FOUND,6500,"[]",0.333,"English","Darius is now willing to release Flink. Open Flinks cell with the key Darius gav"
"LyrioQuestGeloest","P204",810,6000,"[]",0.333,"English","ui_item_quest_ring_iron"
"IshtarTraumstabGebracht","P204",NOT_FOUND,4000,"[]",0.333,"English","Ishtar is worried because of the people who illegally deal with Dreamdust. You h"
"Nymphe1Befreit","P205",NOT_FOUND,6000,"[]",0.333,"English","The nymphets that the Dryads sent out were attacked and scattered around by spid"
"Nymphe2Befreit","P205",NOT_FOUND,6000,"[]",0.333,"English","The nymphets that the Dryads sent out were attacked and scattered around by spid"
"Nymphe3Befreit","P205",NOT_FOUND,6000,"[]",0.333,"English","The nymphets that the Dryads sent out were attacked and scattered around by spid"
"SmallIrfitReward","P205",NOT_FOUND,5000,"[]",0.333,"English","This ability permits the use of small bladed weapons that give fighters or those"
"DialogMitUnterhaendler","P206",886,7000,"[]",0.333,"English","This ability permits the use of blunt weapons with the highest possible destruct"
"Lager1Kaputtgemacht","P206",NOT_FOUND,7000,"[]",0.333,"English","Gesagt; getan. Ich lasse ein paar Sachen in euer Lager bringen."
"Lager2Kaputtgemacht","P206",NOT_FOUND,7000,"[]",0.333,"English","Gesagt; getan. Ich lasse ein paar Sachen in euer Lager bringen."
"DritteFestungBesiegt","P207",981,9500,"[]",0.333,"English","Wenn Du sie besiegt hast; dann bring die Rune zu mir! Ich werde sie Meister Rohe"
"VierteFestungBesiegt","P207",986,9500,"[]",0.333,"English","Wenn Du sie besiegt hast; dann bring die Rune zu mir! Ich werde sie Meister Rohe"
"Prinzessin1Befreit","P208",NOT_FOUND,3000,"[]",0.333,"English","e bringen; Prinzessin. Sollte es mein Volk noch geben; wenn ich dort ankomme ..."
"Prinzessin2Befreit","P208",NOT_FOUND,3000,"[]",0.333,"English","e bringen; Prinzessin. Sollte es mein Volk noch geben; wenn ich dort ankomme ..."
"Prinzessin3Befreit","P208",NOT_FOUND,3000,"[]",0.333,"English","e bringen; Prinzessin. Sollte es mein Volk noch geben; wenn ich dort ankomme ..."
"Prinzessin4Befreit","P208",NOT_FOUND,3000,"[]",0.333,"English","e bringen; Prinzessin. Sollte es mein Volk noch geben; wenn ich dort ankomme ..."
"Prinzessin5Befreit","P208",NOT_FOUND,3000,"[]",0.333,"English","e bringen; Prinzessin. Sollte es mein Volk noch geben; wenn ich dort ankomme ..."
"UruSpricht1","P209",1083,2000,"[]",0.333,"English","(The dead minotaurus has his eyes rolled back into his head and dry foam around "
"UruSpricht2","P209",934,2000,"[]",0.333,"English","(The dead minotaurus has his eyes rolled back into his head and dry foam around "
"UruSpricht3","P209",792,2000,"[]",0.333,"English","(The dead minotaurus has his eyes rolled back into his head and dry foam around "
"UruSpricht4","P209",794,2000,"[]",0.333,"English","(The dead minotaurus has his eyes rolled back into his head and dry foam around "
"UruSpricht5","P209",874,2000,"[]",0.333,"English","(The dead minotaurus has his eyes rolled back into his head and dry foam around "
"TurningHeadsCrossed","P210",NOT_FOUND,10000,"[]",0.333,"English","The spirits of Udwins men are returning to the face of the land near an old mine"
"TorJenquaiGeoeffnet","P211",NOT_FOUND,6500,"[]",0.333,"English","ui_btn_build_troll_corpsecollector"
"EndgegnerSoulforgerKilled","P211",1097,15000,"[]",0.333,"English","This ability permits the use of small bladed weapons that give fighters or those"
"Stele1Off","P212",NOT_FOUND,7000,"[]",0.333,"English","The Nightglow is a special ring that offers good portection against magic. It is"
"Stele2Off","P212",NOT_FOUND,7000,"[]",0.333,"English","The Nightglow is a special ring that offers good portection against magic. It is"
"Stele3Off","P212",NOT_FOUND,7000,"[]",0.333,"English","The Nightglow is a special ring that offers good portection against magic. It is"
"Stele4Off","P212",NOT_FOUND,7000,"[]",0.333,"English","The Nightglow is a special ring that offers good portection against magic. It is"
"Stele5Off","P212",NOT_FOUND,7000,"[]",0.333,"English","The Nightglow is a special ring that offers good portection against magic. It is"
"Stele6Off","P212",NOT_FOUND,7000,"[]",0.333,"English","The Nightglow is a special ring that offers good portection against magic. It is"
"DschungelWeisenDialog","P213",NOT_FOUND,8000,"[]",0.333,"English","Many characters have dialogues and orders that concern the main quest; other cha"
"P102Erreicht","P102",572,30,"[]",0.333,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"P104Erreicht","P104",NOT_FOUND,125,"[]",0.333,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"EchosBuchstabe1","P63",325,500,"[]",0.333,"Spanish","Las sospechosas son Lithere y Baetha. Ambas pertenecen a la Orden de Aryn."
"EchosBuchstabe2","P63",325,500,"[]",0.333,"Spanish","Las sospechosas son Lithere y Baetha. Ambas pertenecen a la Orden de Aryn."
"EchosBuchstabe3","P63",325,500,"[]",0.333,"Spanish","Las sospechosas son Lithere y Baetha. Ambas pertenecen a la Orden de Aryn."
"Zauberwerk1Augenglas","P63",335,10,"[]",0.333,"German","tigt ihr die Kristalle? Wollt ihr Zauberwerk damit wirken?"
"Zauberwerk3Kreide","P63",NOT_FOUND,35,"[]",0.333,"German","rerkreide zu besorgen. Diese spezielle Kreide wird nur von Orkschamanen hergeste"
"InInnenstadtGekommen","P110",NOT_FOUND,700,"[]",0.333,"German","ft; ist der Moment gekommen; ihm das vergiftete Fleisch unterzuschieben. Es muss"
"Ordensritter1Befreit","P201",NOT_FOUND,4000,"[]",0.333,"German","t; Ordensritter. Was tragt Ihr da in der Hand?"
"Ordensritter2Befreit","P201",NOT_FOUND,4000,"[]",0.333,"German","t; Ordensritter. Was tragt Ihr da in der Hand?"
"Ordensritter3Befreit","P201",NOT_FOUND,4000,"[]",0.333,"German","t; Ordensritter. Was tragt Ihr da in der Hand?"
"BefreiungShiel1Alfalas","P1",93,60,"[]",0.250,"English","ui_item_quest_dwarfshield_burst"
"Kopfjagd1Head1","P4",455,15,"[]",0.250,"English","ui_item_quest_head_02"
"Kopfjagd2Head2","P4",458,15,"[]",0.250,"English","ui_item_quest_head_02"
"Kopfjagd3Head3","P4",456,15,"[]",0.250,"English","ui_item_quest_head_02"
"Kopfjagd4Head4","P4",457,15,"[]",0.250,"English","ui_item_quest_head_02"
"Kopfjagd5Head5","P4",454,15,"[]",0.250,"English","ui_item_quest_head_02"
"BefreiungShiel1Kommandant","P5",NOT_FOUND,40,"[]",0.250,"English","ui_item_quest_dwarfshield_burst"
"BefreiungShiel2Dryaden","P5",NOT_FOUND,140,"[]",0.250,"English","ui_item_quest_dwarfshield_burst"
"PurpurnesBanner1Kettchen","P5",NOT_FOUND,35,"[]",0.250,"English","The House of Utran in the Shiel fell through the hands of a traitor. He has kidn"
"FluesterndeStadt4Endkampf","P16",490,450,"[]",0.250,"English","sste dieser ehemalige Stadtkern im Norden der Insel zu finden sein!"
"FluesterndeStadt5Maske","P16",NOT_FOUND,350,"[]",0.250,"English","Bring mir die Maske! Du hast meine Pl"
"DurchdenSpalt1Hin","P23",NOT_FOUND,1300,"[]",0.250,"English","Brannigan's old headquarters reign over the Northwest of the Forest of Shadows. "
"DurchdenSpalt2Her","P23",499,1300,"[]",0.250,"English","ui_item_quest_feather_01"
"AtmenderWald2Portal","P30",541,3000,"[]",0.250,"English","Are you sure that you want to enter this portal?"
"KreisSchluss4Soulforger","P32",547,10000,"[]",0.250,"English","By killing the soulforger! He his the most powerful being I ever created. He for"
"FugisBroughtToMap","P105",585,175,"[]",0.250,"English","ui_item_quest_map_01"
"SQScaramangirKilled","P105",NOT_FOUND,1500,"[]",0.250,"English","This ability permits the use of small bladed weapons that give fighters or those"
"ResistenteGargoyle1Tot","P202",NOT_FOUND,10000,"[]",0.250,"English","This is where you can learn new abilities. In total; you can learn up to 10 new "
"SQSethHealed","P204",1020,5000,"[]",0.250,"English","As soon as Seth has killed Briar; advance to the base camp."
"SQBotschafterGefunden","P204",1064,5000,"[]",0.250,"English","hrer der Orks erbeuten! Bring sie zu mir; sobald du sie gefunden hast!"
"SQBotschafterTot","P204",1068,10000,"[]",0.250,"English","This is where you can learn new abilities. In total; you can learn up to 10 new "
"SQSchutzgeldSmall","P204",NOT_FOUND,6000,"[]",0.250,"English","This ability permits the use of small bladed weapons that give fighters or those"
"SQSchutzgeldMedium","P204",NOT_FOUND,12000,"[]",0.250,"English","With the small headquarters; you can support a maximum of thirty combat units. M"
"SQSchutzgeldLarge","P204",NOT_FOUND,18000,"[]",0.250,"English","Sinwen Whiteleaf is looking for components of a large spellwork in the leafshade"
"VieleTrolleKommenAn","P206",NOT_FOUND,7000,"[]",0.250,"English","I wouldn't stop you; but the trail there is controlled by the Goblin hordes. We "
"WenigeTrolleKommenAn","P206",NOT_FOUND,3000,"[]",0.250,"English","I wouldn't stop you; but the trail there is controlled by the Goblin hordes. We "
"HolyArtefact1Gefunden","P209",789,4000,"[]",0.250,"English","The guardian in Mulandir is demanding the four fragments of a magical glass arte"
"HolyArtefact2Gefunden","P209",NOT_FOUND,4000,"[]",0.250,"English","The guardian in Mulandir is demanding the four fragments of a magical glass arte"
"P210KarteErreicht","P210",875,5000,"[]",0.250,"English","SchatzkisteP210_SidequestKey_AO2"
"AugenSet1Solved","P210",NOT_FOUND,3500,"[]",0.250,"English","Give word to Lian; as soon as the way to the settlement is safe for them. She wi"
"AugenSet2Solved","P210",NOT_FOUND,3500,"[]",0.250,"English","Give word to Lian; as soon as the way to the settlement is safe for them. She wi"
"AugenSet3Solved","P210",NOT_FOUND,3500,"[]",0.250,"English","Give word to Lian; as soon as the way to the settlement is safe for them. She wi"
"AugenSet4Solved","P210",NOT_FOUND,3500,"[]",0.250,"English","Give word to Lian; as soon as the way to the settlement is safe for them. She wi"
"Room2SensoSolved","P210",NOT_FOUND,14000,"[]",0.250,"English","Quest Menu - View quest related items; as well as a list of completed and unsolv"
"Room7ChessboardCrossed","P210",NOT_FOUND,15000,"[]",0.250,"English","Here; somewhere in the ruinous rests of the once mightiful halls; Korshar the bo"
"MonumenteZwerg1Claimed","P211",NOT_FOUND,4000,"[]",0.250,"English","Ich bringe Kunde vom Hetman der Zwerge."
"MonumenteZwerg2Claimed","P211",NOT_FOUND,4000,"[]",0.250,"English","Ich bringe Kunde vom Hetman der Zwerge."
"BeideMumienCampsPlatt","P213",NOT_FOUND,15000,"[]",0.250,"English","The way to the east is being guarded by Brannigan's armies. In the North and the"
"P107KarteErreicht","P107",684,275,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"P108KarteErreicht","P108",NOT_FOUND,350,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"P109KarteErreicht","P109",NOT_FOUND,350,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"P110KarteErreicht","P110",NOT_FOUND,350,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"P111KarteErreicht","P111",744,350,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"P113KarteErreicht","P113",746,350,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"P115KarteErreicht","P115",NOT_FOUND,400,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"P203KarteErreicht","P203",NOT_FOUND,1500,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"P204KarteErreicht","P204",809,3000,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"P205KarteErreicht","P205",810,5000,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"P206KarteErreicht","P206",818,5000,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"P207KarteErreicht","P207",891,4500,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"P208KarteErreicht","P208",NOT_FOUND,5000,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"P209KarteErreicht","P209",779,5000,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"P211KarteErreicht","P211",NOT_FOUND,5000,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"P212KarteErreicht","P212",971,5000,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"P213KarteErreicht","P213",956,5000,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!"
"SchlachtUmBrunnenfels1","P9",112,100,"[]",0.250,"German","Sucht Marcia in Brunnenfels auf"
"SchlachtUmBrunnenfels2","P9",NOT_FOUND,150,"[]",0.250,"German","Sucht Marcia in Brunnenfels auf"
"SchlachtUmBrunnenfels2a","P9",121,150,"[]",0.250,"German","Sucht Marcia in Brunnenfels auf"
"AtmenderWald1Waldherz","P30",NOT_FOUND,2000,"[]",0.250,"German","Das alte Hauptquartier Brannigans beherrscht den Nordwesten des Schattenwaldes. "
"HlStaetteBaumGepflanzt","P202",844,10000,"[]",0.250,"German","chter wird ihn also verteidigen. Der Splitter ist unterhalb eines Steines in der"
"SQHaendlerFriedlich","P204",1075,10000,"[]",0.250,"German","re scheinen die friedlichere der beiden Parteien zu sein. Von ihnen ist eher Hil"
"SQAuftragGescheitert","P204",1068,3000,"[]",0.250,"German","Durch das Westtor. Im Auftrag des Ordens von Greyfell."
"FluesterndeStadt1Item1","P16",491,250,"[]",0.200,"English","ui_item_quest_ring_iron"
"FluesterndeStadt2Item2","P16",NOT_FOUND,250,"[]",0.200,"English","ui_item_quest_ring_iron"
"FluesterndeStadt3Item3","P16",NOT_FOUND,250,"[]",0.200,"English","ui_item_quest_ring_iron"
"KreisSchluss1Tor1","P32",NOT_FOUND,2000,"[]",0.200,"English","ui_btn_build_troll_corpsecollector"
"KreisSchluss2Tor2","P32",NOT_FOUND,2000,"[]",0.200,"English","ui_btn_build_troll_corpsecollector"
"KreisSchluss3Tor3","P32",NOT_FOUND,2000,"[]",0.200,"English","ui_btn_build_troll_corpsecollector"
"SQTiondriaMordfallSolved","P105",NOT_FOUND,1300,"[]",0.200,"English","Quest Menu - View quest related items; as well as a list of completed and unsolv"
"SQTiondriaObjekteEingesetzt","P111",NOT_FOUND,350,"[]",0.200,"English","To the Firefangs! I'm hot on the trail of Tiondria! Darius's book finally gave m"
"SQTiondriaMordfallHalfSolved","P105",NOT_FOUND,750,"[]",0.167,"English","ui_item_quest_ring_shadow_half_01"
"SQTiondriaMordfallNotSolved","P105",765,100,"[]",0.167,"English","Another ring for Ortah's collection"
"ExitDoorToP211Opened","P210",NOT_FOUND,25000,"[]",0.167,"English","ui_item_quest_hadekodoll_doorkeeper"
