Quest_ID,Quest_Name,Platform,Description_Preview,Reward_Match_Here
1079,"Quest 1079","P208","Das Duell beginnt.",
1086,"Quest 1086","P208","Das Duell beginnt.",
780,"Quest 780","P209","",
781,"Quest 781","P209","",
782,"Quest 782","P209","",
784,"Quest 784","P209","",
785,"Quest 785","P209","",
786,"Quest 786","P209","",
789,"Quest 789","P209","",
790,"Quest 790","P209","",
791,"Quest 791","P209","",
792,"Quest 792","P209","",
793,"Quest 793","P209","",
794,"Quest 794","P209","",
795,"Quest 795","P209","",
796,"Quest 796","P209","",
797,"Quest 797","P209","",
798,"Quest 798","P209","",
799,"Quest 799","P209","",
817,"Quest 817","P209","",
874,"Quest 874","P209","",
934,"Quest 934","P209","",
1083,"Quest 1083","P209","",
1084,"Quest 1084","P209","",
779,"die Questen von Kathai werden gesolved","P210","Er ist es! Ankthar ist zurückgekehrt!",
873,"die Questen von Kathai werden gesolved","P210","Er ist es! Ankthar ist zurückgekehrt!",
875,"die Questen von Kathai werden gesolved","P210","Er ist es! Ankthar ist zurückgekehrt!",
900,"Mainquest begonnen "Durch die Uhrwerkhallen"","P210","Er ist es! Ankthar ist zurückgekehrt!",
901,"Unterquest "Öffne das Eingangstor"","P210","Er ist es! Ankthar ist zurückgekehrt!",
902,"Unterquest "Durchquere die Halle der Augen"","P210","Er ist es! Ankthar ist zurückgekehrt!",
903,"Unterquest "Schleiche an den Wächtern vorbei"","P210","Er ist es! Ankthar ist zurückgekehrt!",
904,"Unterquest "Durchquere die Spinnengrube oder such einen Weg um die Grube herum"","P210","Er ist es! Ankthar ist zurückgekehrt!",
905,"Unterquest "Finde einen Gegenstand, um den Eingang in die Halle der Toten zu öffnen"","P210","Er ist es! Ankthar ist zurückgekehrt!",
906,"Unterquest "Durchquere die Halle der Toten"","P210","Er ist es! Ankthar ist zurückgekehrt!",
907,"Unterquest "Steig die schwarzweißen Stufen hinab, meide Blutlachen und Kadaver"","P210","Er ist es! Ankthar ist zurückgekehrt!",
908,"Unterquest "Dringe in das Höhlensystem im Osten vor"","P210","Er ist es! Ankthar ist zurückgekehrt!",
909,"Unterquest "Bring die fünf Köpfe vor dem Tor zur Schatzkammer gleichzeitig zum Leuchten"","P210","Er ist es! Ankthar ist zurückgekehrt!",
910,"Unterquest "Brig das Szepter der Winde und bring es Xalabar"","P210","Er ist es! Ankthar ist zurückgekehrt!",
911,"Unterquest "Entscheide, ob du für Xalabar das Szepter der Winde suchen willst"","P210","Er ist es! Ankthar ist zurückgekehrt!",
912,"Unterquest "Töte Xalabar"","P210","Er ist es! Ankthar ist zurückgekehrt!",
913,"Unterquest "Finde ein Portal nach Darkwind Keep und verlasse die CC"","P210","Er ist es! Ankthar ist zurückgekehrt!",
914,"Unterquest "Die Auseinandersetzung mit Xalabar"","P210","Er ist es! Ankthar ist zurückgekehrt!",
1069,"Quest 1069","P210","",
1070,"Quest 1070","P210","Was wünscht Ihr?",
892,"in den schwarzen Dschungel","P211","",
935,"öffne das Tor für die Kathai","P211","",
936,"Die Belagerer von DK (erobere die Monumente)","P211","Passt auf! Ich glaube ein Angriff steht bevor!",
937,"Camps im Tal am Fluß (cleare die Camps)","P211","Passt auf! Ich glaube ein Angriff steht bevor!",
956,"Quest 956","P211","",
971,"Finde einen Weg in den Schlund","P211","Passt auf! Ich glaube ein Angriff steht bevor!",
1063,"Quest 1063","P211","",
1066,"Quest 1066","P211","",
1067,"Quest 1067","P211","",
1093,"Quest 1093","P211","",
1094,"Quest 1094","P211","",
1097,"Quest 1097","P211","",
958,"Subquest begonnen "Töte die Seelenschmiede"","P212","",
959,"Subquest begonnen "Alle Steine ausschalten"","P212","",
960,"Subsubquest begonnen "Stein 1 ausschalten"","P212","",
961,"Subsubquest begonnen "Stein 2 ausschalten"","P212","",
962,"Subsubquest begonnen "Stein 3 ausschalten"","P212","",
963,"Subsubquest begonnen "Stein 4 ausschalten"","P212","",
964,"Subsubquest begonnen "Stein 5 ausschalten"","P212","",
965,"Subsubquest begonnen "Stein 6 ausschalten"","P212","",
957,"Quest 957","P213","",
1005,"Quest 1005","P213","",
1006,"Quest 1006","P213","",
1007,"Quest 1007","P213","Nein! Nein! Du erst müssen uns zeigen du gut! Nicht schlecht wie Maskenmann!",
1008,"Quest 1008","P213","Kannst du mir helfen?",
1009,"Quest 1009","P213","Nein! Nein! Du erst müssen uns zeigen du gut! Nicht schlecht wie Maskenmann!",
1010,"Quest 1010","P213","Könnt Ihr heimkehren?",
1095,"Quest 1095","P213","",
1096,"Quest 1096","P213","",
172,"Quest 172","P23","",
173,"Quest 173","P23","",
174,"Quest 174","P23","",
175,"Quest 175","P23","",
176,"Quest 176","P23","",
302,"Quest 302","P23","Viel Glück damit! Wofür immer Ihr ihn auch braucht! Lebt wohl!",
303,"Quest 303","P23","",
304,"Quest 304","P23","",
310,"Quest 310","P23","Der Winter ist nah!",
312,"Quest 312","P23","Der Winter ist nah!",
496,"Quest 496","P23","",
497,"Quest 497","P23","Der Winter ist nah!",
498,"Quest 498","P23","",
499,"Quest 499","P23","",
390,"Quest 390","P25","Was gibt es noch zu sagen?",
519,"Quest 519","P25","",
523,"Quest 523","P25","",
531,"Quest 531","P25","",
532,"Quest 532","P25","",
533,"Quest 533","P25","Was gibt es noch zu sagen?",
549,"Quest 549","P25","",
550,"Quest 550","P25","",
535,"Quest 535","P27","Setzt mich frei; Lichtbeter!",
536,"Quest 536","P27","Was ist noch; Lichtgläubiger?",
537,"Quest 537","P27","Setzt mich frei; Lichtbeter!",
538,"Quest 538","P27","Setzt mich frei; Lichtbeter!",
534,"Quest 534","P30","",
539,"Quest 539","P30","",
540,"Quest 540","P30","",
541,"Quest 541","P30","",
542,"Quest 542","P30","",
99,"Quest 99","P6","Los Männer! Zum Monument!",
101,"Quest 101","P6","Los Männer! Zum Monument!",
102,"Quest 102","P6","Los Männer! Zum Monument!",
103,"Quest 103","P6","Los Männer! Zum Monument!",
104,"Quest 104","P6","Los Männer! Zum Monument!",
105,"Quest 105","P6","Los Männer! Zum Monument!",
106,"Quest 106","P6","Los Männer! Zum Monument!",
107,"Quest 107","P6","Tretet näher; Freund!",
108,"Quest 108","P6","Los Männer! Zum Monument!",
109,"Quest 109","P6","Los Männer! Zum Monument!",
137,"Quest 137","P6","Los Männer! Zum Monument!",
255,"Quest 255","P6","Was ist Euer Geschäft hier?",
348,"Quest 348","P6","Los Männer! Zum Monument!",
352,"Quest 352","P6","Aonirs Licht mit Euch; Fremder!",
386,"Quest 386","P6","Los Männer! Zum Monument!",
392,"Quest 392","P6","Los Männer! Zum Monument!",
393,"Quest 393","P6","Los Männer! Zum Monument!",
408,"Quest 408","P6","So... und nun lauft meine Kleinen!",
409,"Quest 409","P6","Los Männer! Zum Monument!",
410,"Quest 410","P6","Los Männer! Zum Monument!",
413,"Quest 413","P6","Grüße!",
12,"Quest 12","P63","Fragt Darius nach Rohens Verbleib! Sucht Rohen und warnt ihn! Wenn der dunkle Ma",
110,"Quest 110","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
111,"Quest 111","P63","Seid gegrüßt; Freund!",
122,"Quest 122","P63","Wer ist Hokan Ashir?",
123,"Quest 123","P63","Das Haus Hallit hat seine Grenzen geschlossen! Kein Durchgang für einfaches Volk",
190,"Quest 190","P63","Weitergehen! Hier gibt es nichts zu sehen...!",
210,"Quest 210","P63","Seid gegrüßt; Freund!",
220,"Quest 220","P63","Weitergehen! Hier gibt es nichts zu sehen...!",
265,"Quest 265","P63","",
266,"Quest 266","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
267,"Quest 267","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
322,"Quest 322","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
324,"Quest 324","P63","Untersucht die drei Grabsteine und kehrt danach hierher zurück und erzählt mir d",
325,"Quest 325","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
326,"Quest 326","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
327,"Quest 327","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
328,"Quest 328","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
329,"Quest 329","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
330,"Quest 330","P63","Was gibt es diesmal?",
331,"Quest 331","P63","Sandor schickt mich!",
332,"Quest 332","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
333,"Quest 333","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
335,"Quest 335","P63","Ah; Freund! Aonirs Licht!",
336,"Quest 336","P63","Habt Ihr den Federkiel dabei?",
337,"Quest 337","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
338,"Quest 338","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
339,"Quest 339","P63","Habt Ihr die Beschwörerkreide gefunden?",
340,"Quest 340","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
341,"Quest 341","P63","Habt Ihr die Robe flicken lassen?",
342,"Quest 342","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
343,"Quest 343","P63","Oh; mit Tanara zu verhandeln kann durchaus anregend sein; ärhm...! Hier ist die ",
344,"Quest 344","P63","Oh; mit Tanara zu verhandeln kann durchaus anregend sein; ärhm...! Hier ist die ",
347,"Quest 347","P63","Hier; ich habe die Robe flicken lassen!",
350,"Quest 350","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
351,"Quest 351","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
354,"Quest 354","P63","",
355,"Quest 355","P63","",
356,"Quest 356","P63","Dann könnt Ihr mir auch keine Wundtinktur geben?",
357,"Quest 357","P63","Leider kann ich Euch immer noch nichts anbieten! Flann Gondersen ist noch immer ",
358,"Quest 358","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
359,"Quest 359","P63","Ich habe den Zirfartrank!",
360,"Quest 360","P63","Hier; nehmt Eure Locke zurück! Ihr seid frei!",
365,"Quest 365","P63","Ihr habt mir einen großen Dienst erwiesen; fremder Wanderer! Als Dank schenke ic",
366,"Quest 366","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
367,"Quest 367","P63","Hier; nehmt Eure Locke zurück! Ihr seid frei!",
368,"Quest 368","P63","Hier; nehmt Eure Locke zurück! Ihr seid frei!",
369,"Quest 369","P63","",
371,"Quest 371","P63","Ah; Freund! Ihr seid es wieder!",
372,"Quest 372","P63","Ihr versteht es; einem Augenkranken den Star zu stechen?",
373,"Quest 373","P63","Und wenn Ihr einmal einen Eingriff nötig habt; kommt nur zu mir!",
375,"Quest 375","P63","Ihr versteht es; einem Augenkranken den Star zu stechen?",
376,"Quest 376","P63","Hier; nehmt diese Nadel! Die getrübte Linse muss damit in die Tiefe des Auges ve",
377,"Quest 377","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
378,"Quest 378","P63","Sandor schickt mich!",
379,"Quest 379","P63","Ah; Krieger! Ich hoffe das... Geschäft läuft zufriedenstellend!",
380,"Quest 380","P63","Fertigt Ihr auch Rüstungen; Orthanc?",
384,"Quest 384","P63","Was wollt Ihr noch?",
385,"Quest 385","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
395,"Quest 395","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
397,"Quest 397","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
398,"Quest 398","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
399,"Quest 399","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
400,"Quest 400","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
402,"Quest 402","P63","Eine neue Zeit wird beginnen... der Trank des Helden...! Ich - ich; Adhira - wer",
403,"Quest 403","P63","Hier ist das Gefäß; das Ihr benötigt!",
405,"Quest 405","P63","Hier ist das Gefäß; das Ihr benötigt!",
406,"Quest 406","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
407,"Quest 407","P63","Hier bringe ich Euch das Blut der drei Kreaturen!",
415,"Quest 415","P63","Ist dieser gebrochene Bogen aus dem Holz der Schwarzeibe?",
416,"Quest 416","P63","",
417,"Quest 417","P63","Erzählt der Reihe nach!",
418,"Quest 418","P63","Erzählt der Reihe nach!",
423,"Quest 423","P63","Erzählt der Reihe nach!",
425,"Quest 425","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
426,"Quest 426","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
427,"Quest 427","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
428,"Quest 428","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
429,"Quest 429","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
435,"Quest 435","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
436,"Quest 436","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
437,"Quest 437","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
438,"Quest 438","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
439,"Quest 439","P63","Danke! Ohne Euch hätte es finster für uns ausgesehen! Die Wachleute können was e",
440,"Quest 440","P63","Sartarius?",
441,"Quest 441","P63","Sartarius?",
442,"Quest 442","P63","Sartarius?",
443,"Quest 443","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
444,"Quest 444","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
446,"Quest 446","P63","Fragt Darius nach Rohens Verbleib! Sucht Rohen und warnt ihn! Wenn der dunkle Ma",
447,"Quest 447","P63","",
469,"Quest 469","P63","Ah; Krieger! Ich hoffe das... Geschäft läuft zufriedenstellend!",
470,"Quest 470","P63","Fertigt Ihr auch Rüstungen; Orthanc?",
471,"Quest 471","P63","Ah; Krieger! Ich hoffe das... Geschäft läuft zufriedenstellend!",
489,"Quest 489","P63","Ich habe hier eine Flasche Liannoner Früchtebrand.",
515,"Quest 515","P63","Fertigt Ihr auch Rüstungen; Orthanc?",
516,"Quest 516","P63","Ah; Krieger! Ich hoffe das... Geschäft läuft zufriedenstellend!",
517,"Quest 517","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
518,"Quest 518","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
524,"Quest 524","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
525,"Quest 525","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
526,"Quest 526","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
527,"Quest 527","P63","Uhm; ist das Euer Geldbeutel? Wie kommt der denn hierher...?",
528,"Quest 528","P63","Was Eure Geschäfte angeht...",
529,"Quest 529","P63","Uhm; ist das Euer Geldbeutel? Wie kommt der denn hierher...?",
530,"Quest 530","P63","Erzählt der Reihe nach!",
554,"Quest 554","P63","",
555,"Quest 555","P63","Der Runenkrieger ist zurück! Schnell Ihr müsst ins Haupthaus des Ordens kommen!",
1,"Quest 1","P7","Ja; das hatte ich gehofft! Doch nun ist alles dahin!",
14,"Quest 14","P7","",
15,"Quest 15","P7","",
16,"Quest 16","P7","",
17,"Quest 17","P7","",
18,"Quest 18","P7","Kommt! Folgt mir!",
19,"Quest 19","P7","He! Ihr da! Hier herüber!",
20,"Quest 20","P7","He! Ihr da! Hier herüber!",
21,"Quest 21","P7","He! Ihr da! Hier herüber!",
22,"Quest 22","P7","He! Ihr da! Hier herüber!",
23,"Quest 23","P7","He! Ihr da! Hier herüber!",
24,"Quest 24","P7","He! Ihr da! Hier herüber!",
25,"Quest 25","P7","He! Ihr da! Hier herüber!",
26,"Quest 26","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
27,"Quest 27","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
28,"Quest 28","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
29,"Quest 29","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
30,"Quest 30","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
31,"Quest 31","P7","",
32,"Quest 32","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
33,"Quest 33","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
34,"Quest 34","P7","Bleibt stehen! Keinen Schritt weiter!",
35,"Quest 35","P7","Bleibt stehen! Keinen Schritt weiter!",
36,"Quest 36","P7","",
38,"Quest 38","P7","",
39,"Quest 39","P7","",
41,"Quest 41","P7","",
42,"Quest 42","P7","",
43,"Quest 43","P7","",
44,"Quest 44","P7","Brok meinte; Ihr kennt diesen Ring?",
45,"Quest 45","P7","",
46,"Quest 46","P7","",
47,"Quest 47","P7","",
48,"Quest 48","P7","",
49,"Quest 49","P7","",
50,"Quest 50","P7","",
51,"Quest 51","P7","",
63,"Quest 63","P7","",
64,"Quest 64","P7","",
65,"Quest 65","P7","",
66,"Quest 66","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
67,"Quest 67","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
68,"Quest 68","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
69,"Quest 69","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
70,"Quest 70","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
71,"Quest 71","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
72,"Quest 72","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
73,"Quest 73","P7","Ich... ich... kenne Euch...",
74,"Quest 74","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
75,"Quest 75","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
76,"Quest 76","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
77,"Quest 77","P7","He! Ihr da! Hier herüber!",
78,"Quest 78","P7","He! Ihr da! Hier herüber!",
79,"Quest 79","P7","He! Ihr da! Hier herüber!",
80,"Quest 80","P7","He! Ihr da! Hier herüber!",
81,"Quest 81","P7","He! Ihr da! Hier herüber!",
82,"Quest 82","P7","He! Ihr da! Hier herüber!",
83,"Quest 83","P7","He! Ihr da! Hier herüber!",
84,"Quest 84","P7","He! Ihr da! Hier herüber!",
85,"Quest 85","P7","He! Ihr da! Hier herüber!",
86,"Quest 86","P7","Grüße!",
87,"Quest 87","P7","Kommt! Folgt mir!",
88,"Quest 88","P7","Kommt! Folgt mir!",
89,"Quest 89","P7","Kommt! Folgt mir!",
90,"Quest 90","P7","Bleibt zurück! In Shiel wird gekämpft! Das Portal auf der anderen Seite ist in d",
91,"Quest 91","P7","Wohin des Wegs; Bürger?",
92,"Quest 92","P7","Was liegt im Norden hinter diesem Tor?",
93,"Quest 93","P7","",
94,"Quest 94","P7","Kommt! Folgt mir!",
95,"Quest 95","P7","Kommt! Folgt mir!",
96,"Quest 96","P7","Kommt! Folgt mir!",
97,"Quest 97","P7","Kommt! Folgt mir!",
98,"Quest 98","P7","Kommt! Folgt mir!",
100,"Quest 100","P7","Kommt! Folgt mir!",
128,"Quest 128","P7","Willkommen zurück!",
129,"Quest 129","P7","",
130,"Quest 130","P7","",
131,"Quest 131","P7","Und nehmt das als Dank von mir! Hier; es müsste Euch von Nutzen sein!",
132,"Quest 132","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
133,"Quest 133","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
134,"Quest 134","P7","Seid gegrüßt; Freund!",
135,"Quest 135","P7","Kommt! Folgt mir!",
136,"Quest 136","P7","Kommt! Folgt mir!",
243,"Quest 243","P7","Ah; mein treuer Freund!",
244,"Quest 244","P7","",
245,"Quest 245","P7","",
248,"Quest 248","P7","Die Briarwölfe?",
249,"Quest 249","P7","Was kann ich für Euch tun?",
250,"Quest 250","P7","Was kann ich für Euch tun?",
251,"Quest 251","P7","Soll Mechlan ihn dort selbst aus der Asche wühlen; wenn er ihn so begehrt!",
252,"Quest 252","P7","Was wollten diese Söldner von Euch?",
253,"Quest 253","P7","Wir sind frei! Sie sind weg! Kommt raus Leute!",
257,"Quest 257","P7","Die Briarwölfe?",
258,"Quest 258","P7","Ah; Ihr seid es!",
259,"Quest 259","P7","Wir sind frei! Sie sind weg! Kommt raus Leute!",
260,"Quest 260","P7","Wir sind frei! Sie sind weg! Kommt raus Leute!",
262,"Quest 262","P7","",
264,"Quest 264","P7","Wir sind frei! Sie sind weg! Kommt raus Leute!",
268,"Quest 268","P7","Ich grüße Euch!",
272,"Quest 272","P7","",
273,"Quest 273","P7","",
274,"Quest 274","P7","",
276,"Quest 276","P7","",
277,"Quest 277","P7","",
278,"Quest 278","P7","",
279,"Quest 279","P7","",
280,"Quest 280","P7","Ha; das ist die richtige Einstellung! Auf geht´s! Das wird ein Paukenschlag; der",
281,"Quest 281","P7","Von was für einer Ausrüstung habt Ihr gesprochen?",
283,"Quest 283","P7","",
284,"Quest 284","P7","",
286,"Quest 286","P7","",
288,"Quest 288","P7","",
289,"Quest 289","P7","",
290,"Quest 290","P7","",
291,"Quest 291","P7","",
294,"Quest 294","P7","",
295,"Quest 295","P7","",
296,"Quest 296","P7","Wir sind frei! Sie sind weg! Kommt raus Leute!",
297,"Quest 297","P7","Wir sind frei! Sie sind weg! Kommt raus Leute!",
298,"Quest 298","P7","",
299,"Quest 299","P7","",
300,"Quest 300","P7","",
301,"Quest 301","P7","",
306,"Quest 306","P7","",
307,"Quest 307","P7","",
318,"Quest 318","P7","",
334,"Quest 334","P7","",
361,"Quest 361","P7","Ah; Ihr seid es wieder!",
362,"Quest 362","P7","Sie zogen in Richtung Südwesten! Schätze mal; sie lungern bei den alten Minen he",
363,"Quest 363","P7","Kommt! Folgt mir!",
364,"Quest 364","P7","Kommt! Folgt mir!",
374,"Quest 374","P7","Ich weiß; wie Ihr General Torn heilen könnt.",
381,"Quest 381","P7","Das ist sie! Geht hin und fragt sie selbst; wenn Ihr mir nicht glaubt!",
382,"Quest 382","P7","",
383,"Quest 383","P7","",
387,"Quest 387","P7","",
388,"Quest 388","P7","",
389,"Quest 389","P7","Willkommen zurück!",
411,"Quest 411","P7","",
412,"Quest 412","P7","",
448,"Quest 448","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
449,"Quest 449","P7","He! Ihr da! Hier herüber!",
450,"Quest 450","P7","Kommt! Folgt mir!",
451,"Quest 451","P7","Beeilt Euch! Je länger Ihr wartet; desto besser sind sie vorbereitet!",
453,"Quest 453","P7","Wessen Kopf ist das hier?",
454,"Quest 454","P7","Wessen Kopf ist das hier?",
455,"Quest 455","P7","Wessen Kopf ist das hier?",
456,"Quest 456","P7","Wessen Kopf ist das hier?",
457,"Quest 457","P7","Wessen Kopf ist das hier?",
458,"Quest 458","P7","Wessen Kopf ist das hier?",
459,"Quest 459","P7","Wessen Kopf ist das hier?",
460,"Quest 460","P7","He! Ihr da! Hier herüber!",
461,"Quest 461","P7","He! Ihr da! Hier herüber!",
462,"Quest 462","P7","He! Ihr da! Hier herüber!",
463,"Quest 463","P7","Wessen Kopf ist das hier?",
467,"Quest 467","P7","",
484,"Quest 484","P7","Kommt! Folgt mir!",
485,"Quest 485","P7","Kommt! Folgt mir!",
486,"Quest 486","P7","Kommt! Folgt mir!",
490,"Quest 490","P7","Ah; mein treuer Freund!",
491,"Quest 491","P7","Ah; mein treuer Freund!",
492,"Quest 492","P7","Ah; mein treuer Freund!",
493,"Quest 493","P7","Ah; mein treuer Freund!",
494,"Quest 494","P7","Ah; mein treuer Freund!",
510,"Quest 510","P7","Ah.",
511,"Quest 511","P7","Also gut - ich werde Euch befreien!",
512,"Quest 512","P7","Was ist Euer Problem?",
513,"Quest 513","P7","Was ist Euer Problem?",
514,"Quest 514","P7","Was ist Euer Problem?",
520,"Quest 520","P7","Freund! Hier herüber!",
521,"Quest 521","P7","Wo ist Sartarius?",
522,"Quest 522","P7","Runenkrieger?",
544,"Quest 544","P7","Ah! Schon lange habe ich diesen Kampf herbeigesehnt! Kommt! Bringen wir es zu En",
545,"Quest 545","P7","Ah! Schon lange habe ich diesen Kampf herbeigesehnt! Kommt! Bringen wir es zu En",
546,"Quest 546","P7","Ah! Schon lange habe ich diesen Kampf herbeigesehnt! Kommt! Bringen wir es zu En",
547,"Quest 547","P7","Ah! Schon lange habe ich diesen Kampf herbeigesehnt! Kommt! Bringen wir es zu En",
548,"Quest 548","P7","",
552,"Quest 552","P7","",
556,"Quest 556","P7","",
557,"Quest 557","P7","",
558,"Quest 558","P7","Wenn das so weitergeht; wird bald Udwin selbst aus den Tiefen emporsteigen! Dann",
568,"Q Der Widerstand","P7","",
571,"AedarQuest solve","P7","",
573,"begin Quest Die Belagerung","P7","",
586,"Quest 586","P7","Schwestern! Öffnet das Tor! Das rote Imperium ist hier! Diese Menschen müssen fo",
587,"end Quest Die Helden","P7","Komm zum östlichen Lager; sobald die Krieger beschworen sind.",
588,"begin Quest Das östliche Flüchtlingslager","P7","Unsere Spione werden die Tore öffnen! Kommt!",
602,"begin Quest Der Gefangene","P7","",
603,"Gefängnis Quest 603 solved","P7","",
605,"Quest 605","P7","Stinkender Schlammkraucher! Unfrosch; ekelhafter!",
644,"Quest 644","P7","Aber binde dich besser vorher an den Seelenfels hier oben. Es wird ein gefährlic",
713,"SubQ Folge Grim und Lena zu den Flüchtlingen","P7","",
715,"begin QuestWillit","P7","",
717,"Quest 717","P7","Aber binde dich besser vorher an den Seelenfels hier oben. Es wird ein gefährlic",
723,"Quest 723","P7","",
724,"Quest 724","P7","",
725,"Quest 725","P7","",
727,"Quest 727","P7","",
728,"Quest 728","P7","",
729,"Quest 729","P7","",
736,"berichtet Ashgork","P7","",
737,"Quest 737","P7","Ja; hier ist er.",
741,"Quest 741","P7","Ja und die Knochen auch.",
742,"Quest 742","P7","",
743,"Quest 743","P7","",
773,"Quest 773","P7","Heda; Runenkrieger! Nun lasst mich schon frei!",
778,"Quest 778","P7","Heda; Runenkrieger! Nun lasst mich schon frei!",
801,"Quest 801","P7","",
802,"Quest 802","P7","Heda; Runenkrieger! Nun lasst mich schon frei!",
