platform_id,platform_name,quest_flag,quest_id,quest_name,quest_giver_npc_id,quest_maps,xp,gold,silver,copper,items_given,items_taken
208,BlazingStones,Prinzessin5Befreit,,,,,3000,0,0,0,,
208,BlazingStones,Wolfcamp1Zerstoert,,,,,2500,0,0,0,,
208,BlazingStones,Wolfcamp2Zerstoert,,,,,2500,0,0,0,,
208,BlazingStones,Wolfcamp3Zerstoert,,,,,2500,0,0,0,,
208,BlazingStones,Wolfcamp4Zerstoert,,,,,2500,0,0,0,,
208,BlazingStones,Wolfcamp5Zerstoert,,,,,2500,0,0,0,,
208,BlazingStones,Wolfcamp6Zerstoert,,,,,2500,0,0,0,,
208,BlazingStones,Wolfcamp7Zerstoert,,,,,2500,0,0,0,,
208,BlazingStones,KopfloserTodVernichtet,856,,,,10000,0,0,0,,
208,BlazingStones,Gremlinlager1Zerstoert,,,,,3000,0,0,0,,
208,BlazingStones,Gremlinlager2Zerstoert,,,,,3000,0,0,0,,
208,BlazingStones,Gremlinlager3Zerstoert,,,,,3000,0,0,0,,
208,BlazingStones,Gremlinlager4Zerstoert,,,,,3000,0,0,0,,
208,BlazingStones,Gremlinlager5Zerstoert,,,,,3000,0,0,0,,
208,BlazingStones,ArgamunVerwandeltSich,855,,9506,,10000,0,0,0,,
208,BlazingStones,MasterGameWon,1070,,11464,,30000,0,0,0,7437,
209,Kathai,P209KarteErreicht,779,,5,,5000,0,0,0,,
209,Kathai,UntotenlagerNord,,,,,9000,0,0,0,,
209,Kathai,UntotenlagerWest,,,,,9000,0,0,0,,
209,Kathai,UntotenlagerSued,,,,,9000,0,0,0,,
209,Kathai,StadtKathaiErreicht,782,,5,,6000,0,0,0,,
209,Kathai,GespraechMitKhal,1083,,10085,,2000,0,0,0,,
209,Kathai,UruSpricht1,1083,,10085,,2000,0,0,0,,
209,Kathai,KathaiStadtTorOffen,784,,5,,8000,0,0,0,,
209,Kathai,KathaiStadtBefreit,781,,5,,10000,0,0,0,,
209,Kathai,UruSpricht2,934,,6,,2000,0,0,0,,
209,Kathai,HolyArtefact1Gefunden,789,,6,,4000,0,0,0,,
209,Kathai,HolyArtefact2Gefunden,,,,,4000,0,0,0,,
209,Kathai,XalabarInArenaBesiegt,791,,6,,10000,0,0,0,,
209,Kathai,UruSpricht3,792,,6,,2000,0,0,0,,
209,Kathai,UruSpricht4,794,,8576,,2000,0,0,0,,
209,Kathai,ZwergenMonumentClaimed,795,,7,,2000,0,0,0,,
209,Kathai,LeaderNordarmeeKilled,797,,7,,8000,0,0,0,,
209,Kathai,LeaderSuedarmeeKilled,798,,7,,8000,0,0,0,,
209,Kathai,LeaderHauptarmeeKilled,799,,7,,8000,0,0,0,,
209,Kathai,BronzerieseGetoetet,817,,7,,12000,0,0,0,,
209,Kathai,UruSpricht5,874,,7,,2000,0,0,0,,
210,Clockwork Crypts,P210KarteErreicht,875,,7,,5000,0,0,0,,
210,Clockwork Crypts,EntryMenhirComboCorrect,,,,,3500,0,0,0,,
210,Clockwork Crypts,AugenSet1Solved,,,,,3500,0,0,0,,
210,Clockwork Crypts,AugenSet2Solved,,,,,3500,0,0,0,,
210,Clockwork Crypts,AugenSet3Solved,,,,,3500,0,0,0,,
210,Clockwork Crypts,AugenSet4Solved,,,,,3500,0,0,0,,
210,Clockwork Crypts,Room2SensoSolved,,,,,14000,0,0,0,,
210,Clockwork Crypts,LastChestInRoom5Opened,,,,,20000,0,0,0,,4581
210,Clockwork Crypts,Room6SpiderGateOpened,,,,,15000,0,0,0,,
210,Clockwork Crypts,TurningHeadsCrossed,,,,,10000,0,0,0,,
210,Clockwork Crypts,AirCoinPassageOpened,,,,,15000,0,0,0,,
210,Clockwork Crypts,Room4SkeletonDoorOpened,,,,,15000,0,0,0,,
210,Clockwork Crypts,Room7ChessboardCrossed,,,,,15000,0,0,0,,
210,Clockwork Crypts,Room3HeadDoorOpened,,,,,45000,0,0,0,,
210,Clockwork Crypts,SceptreOfWindsFound,,,,,20000,0,0,0,,7222
210,Clockwork Crypts,ExitDoorToP211Opened,,,,,25000,0,0,0,,7223
211,DarkwindKeep,P211KarteErreicht,,,,,5000,0,0,0,,
211,DarkwindKeep,TorJenquaiGeoeffnet,,,,,6500,0,0,0,,
211,DarkwindKeep,MonumenteElfClaimed,,,,,4000,0,0,0,,
211,DarkwindKeep,MonumenteZwerg1Claimed,,,,,4000,0,0,0,,
211,DarkwindKeep,MonumenteZwerg2Claimed,,,,,4000,0,0,0,,
211,DarkwindKeep,DschungelCamp1Killed,,,,,7000,0,0,0,,
211,DarkwindKeep,DschungelCamp2Killed,,,,,7000,0,0,0,,
211,DarkwindKeep,DschungelCamp3Killed,,,,,7000,0,0,0,,
211,DarkwindKeep,DschungelCamp4Killed,,,,,10000,0,0,0,,
211,DarkwindKeep,CraigBefreit,1061,,9801,,10000,0,0,0,,
211,DarkwindKeep,SchattenklingeBefreit,,,,,10000,0,0,0,,
211,DarkwindKeep,WerwolfAbgelenkt,,,,,15000,0,0,0,,7277
211,DarkwindKeep,EndgegnerSoulforgerKilled,1097,,32531,,15000,0,0,0,,
212,Gorge,P212KarteErreicht,971,,32532,,5000,0,0,0,,
212,Gorge,MiniforgersKilled,958,,,,30000,0,0,0,,
212,Gorge,Stele1Off,,,,,7000,0,0,0,,
212,Gorge,Stele2Off,,,,,7000,0,0,0,,
212,Gorge,Stele3Off,,,,,7000,0,0,0,,
212,Gorge,Stele4Off,,,,,7000,0,0,0,,
212,Gorge,Stele5Off,,,,,7000,0,0,0,,
212,Gorge,Stele6Off,,,,,7000,0,0,0,,
212,Gorge,AlleStelenOff,,,,,20000,0,0,0,,
213,BoneTemple,P213KarteErreicht,956,,10286,,5000,0,0,0,,
213,BoneTemple,DschungelWeisenDialog,,,,,8000,0,0,0,,
213,BoneTemple,BeideMumienCampsPlatt,,,,,15000,0,0,0,,
213,BoneTemple,NahrungFuerAffenjunge,1008,,10985,,10000,0,0,0,,
213,BoneTemple,WegZumTorFreigeraeumt,1006,,,,17500,0,0,0,,
213,BoneTemple,BlutigenDariusBefreit,,,,,30000,0,0,0,,
